funcid,dim,milestone,error
29,30,1,2.912902e+03
29,30,2,2.527160e+03
29,30,3,2.289900e+03
29,30,5,2.208650e+03
29,30,10,2.004005e+03
29,30,20,1.824405e+03
29,30,30,1.315048e+03
29,30,40,1.245185e+03
29,30,50,1.120216e+03
29,30,60,1.091043e+03
29,30,70,1.064921e+03
29,30,80,1.034198e+03
29,30,90,1.029204e+03
29,30,100,1.024199e+03
