funcid,dim,milestone,error
4,30,1,1.416074e+04
4,30,2,3.751822e+03
4,30,3,1.133898e+03
4,30,5,2.491943e+02
4,30,10,9.606344e+01
4,30,20,8.380844e+01
4,30,30,8.119396e+01
4,30,40,8.040487e+01
4,30,50,7.429066e+01
4,30,60,7.327340e+01
4,30,70,7.310593e+01
4,30,80,7.301902e+01
4,30,90,7.295052e+01
4,30,100,7.293854e+01
