funcid,dim,milestone,error
13,30,1,8.056724e+09
13,30,2,2.588254e+07
13,30,3,9.026422e+06
13,30,5,9.011568e+05
13,30,10,3.299303e+05
13,30,20,3.151409e+05
13,30,30,3.149966e+05
13,30,40,3.143342e+05
13,30,50,5.639931e+04
13,30,60,4.142303e+04
13,30,70,3.997361e+04
13,30,80,3.935769e+04
13,30,90,3.912820e+04
13,30,100,3.875378e+04
