funcid,dim,milestone,error
17,30,1,1.938532e+03
17,30,2,1.496846e+03
17,30,3,1.483927e+03
17,30,5,1.483927e+03
17,30,10,8.959005e+02
17,30,20,2.752883e+02
17,30,30,2.444207e+02
17,30,40,2.169178e+02
17,30,50,1.992109e+02
17,30,60,1.973125e+02
17,30,70,1.823873e+02
17,30,80,1.803156e+02
17,30,90,1.790708e+02
17,30,100,1.787989e+02
