funcid,dim,milestone,error
21,10,1,2.934474e+02
21,10,2,2.889105e+02
21,10,3,2.820125e+02
21,10,5,2.765831e+02
21,10,10,1.882262e+02
21,10,20,1.087915e+02
21,10,30,1.065071e+02
21,10,40,1.044111e+02
21,10,50,1.036524e+02
21,10,60,1.033137e+02
21,10,70,1.030110e+02
21,10,80,1.029436e+02
21,10,90,1.029436e+02
21,10,100,1.029246e+02
