funcid,dim,milestone,error
4,50,1,5.648217e+04
4,50,2,1.575473e+04
4,50,3,5.516714e+03
4,50,5,6.762557e+02
4,50,10,3.006956e+02
4,50,20,2.326312e+02
4,50,30,1.832238e+02
4,50,40,1.531890e+02
4,50,50,1.512724e+02
4,50,60,1.509402e+02
4,50,70,1.508803e+02
4,50,80,1.508013e+02
4,50,90,1.506982e+02
4,50,100,1.506653e+02
