funcid,dim,milestone,error
3,50,1,3.733189e+05
3,50,2,3.434304e+05
3,50,3,3.432250e+05
3,50,5,3.255324e+05
3,50,10,2.895631e+05
3,50,20,2.210704e+05
3,50,30,1.629976e+05
3,50,40,1.276148e+05
3,50,50,9.967025e+04
3,50,60,7.822766e+04
3,50,70,6.407181e+04
3,50,80,5.321185e+04
3,50,90,3.840960e+04
3,50,100,2.847579e+04
