funcid,dim,milestone,error
17,50,1,5.790458e+03
17,50,2,3.982986e+03
17,50,3,3.804851e+03
17,50,5,3.798507e+03
17,50,10,2.219752e+03
17,50,20,2.072381e+03
17,50,30,2.026889e+03
17,50,40,1.910225e+03
17,50,50,1.773346e+03
17,50,60,1.733768e+03
17,50,70,1.726301e+03
17,50,80,1.724627e+03
17,50,90,1.724086e+03
17,50,100,1.487065e+03
