funcid,dim,milestone,error
12,50,1,5.694961e+10
12,50,2,8.821269e+09
12,50,3,1.651370e+09
12,50,5,7.670834e+08
12,50,10,4.473283e+08
12,50,20,2.677933e+08
12,50,30,9.112148e+07
12,50,40,7.786130e+07
12,50,50,4.939090e+07
12,50,60,3.444406e+07
12,50,70,2.937490e+07
12,50,80,2.721548e+07
12,50,90,2.511398e+07
12,50,100,2.280623e+07
