funcid,dim,milestone,error
16,50,1,6.545101e+03
16,50,2,5.639473e+03
16,50,3,5.259661e+03
16,50,5,4.609051e+03
16,50,10,3.385639e+03
16,50,20,3.094213e+03
16,50,30,2.974097e+03
16,50,40,2.530788e+03
16,50,50,2.313424e+03
16,50,60,2.152646e+03
16,50,70,2.064713e+03
16,50,80,1.994873e+03
16,50,90,1.930644e+03
16,50,100,1.900066e+03
