funcid,dim,milestone,error
19,50,1,1.677331e+07
19,50,2,3.303320e+06
19,50,3,2.322463e+06
19,50,5,2.141396e+06
19,50,10,2.057336e+06
19,50,20,3.518912e+05
19,50,30,3.149758e+05
19,50,40,3.099594e+05
19,50,50,3.070582e+05
19,50,60,3.053859e+05
19,50,70,3.050191e+05
19,50,80,3.050191e+05
19,50,90,3.050038e+05
19,50,100,3.043685e+05
