funcid,dim,milestone,error
1,30,1,7.027061e+10
1,30,2,3.098117e+10
1,30,3,9.230665e+09
1,30,5,6.516369e+08
1,30,10,2.347645e+07
1,30,20,3.876767e+06
1,30,30,7.198152e+05
1,30,40,9.867090e+04
1,30,50,2.664031e+04
1,30,60,1.069066e+04
1,30,70,6.027700e+03
1,30,80,4.602913e+03
1,30,90,4.186822e+03
1,30,100,4.088285e+03
