funcid,dim,milestone,error
24,10,1,4.907806e+02
24,10,2,4.486179e+02
24,10,3,4.327828e+02
24,10,5,4.268589e+02
24,10,10,4.243521e+02
24,10,20,1.142537e+02
24,10,30,1.028915e+02
24,10,40,1.011379e+02
24,10,50,1.008119e+02
24,10,60,1.005323e+02
24,10,70,1.003531e+02
24,10,80,1.003355e+02
24,10,90,1.003206e+02
24,10,100,1.003030e+02
