funcid,dim,milestone,error
25,10,1,8.034440e+02
25,10,2,5.635468e+02
25,10,3,5.484671e+02
25,10,5,5.166569e+02
25,10,10,5.144098e+02
25,10,20,4.023463e+02
25,10,30,3.980661e+02
25,10,40,3.978868e+02
25,10,50,3.977707e+02
25,10,60,3.977702e+02
25,10,70,3.977658e+02
25,10,80,3.977658e+02
25,10,90,3.977642e+02
25,10,100,3.977632e+02
