funcid,dim,milestone,error
10,10,1,2.290688e+03
10,10,2,2.099112e+03
10,10,3,2.099112e+03
10,10,5,1.770918e+03
10,10,10,1.170870e+03
10,10,20,1.065047e+03
10,10,30,1.061043e+03
10,10,40,9.441380e+02
10,10,50,8.332030e+02
10,10,60,8.190202e+02
10,10,70,8.177455e+02
10,10,80,8.171638e+02
10,10,90,8.171611e+02
10,10,100,8.171517e+02
