funcid,dim,milestone,error
28,10,1,9.998128e+02
28,10,2,6.177145e+02
28,10,3,4.841474e+02
28,10,5,4.751107e+02
28,10,10,4.512832e+02
28,10,20,3.371882e+02
28,10,30,3.028616e+02
28,10,40,3.018086e+02
28,10,50,3.015647e+02
28,10,60,3.013258e+02
28,10,70,3.010557e+02
28,10,80,3.009165e+02
28,10,90,3.008957e+02
28,10,100,3.007639e+02
