funcid,dim,milestone,error
26,30,1,1.031940e+04
26,30,2,9.912586e+03
26,30,3,9.784026e+03
26,30,5,9.591519e+03
26,30,10,9.166749e+03
26,30,20,8.251996e+03
26,30,30,7.643928e+03
26,30,40,7.604395e+03
26,30,50,7.560805e+03
26,30,60,7.545543e+03
26,30,70,7.538338e+03
26,30,80,7.532883e+03
26,30,90,7.531825e+03
26,30,100,7.530743e+03
