funcid,dim,milestone,error
16,50,1,7.403771e+03
16,50,2,6.178311e+03
16,50,3,5.415684e+03
16,50,5,5.014454e+03
16,50,10,4.374612e+03
16,50,20,4.031404e+03
16,50,30,3.892438e+03
16,50,40,3.833237e+03
16,50,50,3.647728e+03
16,50,60,3.562718e+03
16,50,70,3.512726e+03
16,50,80,3.505960e+03
16,50,90,3.492729e+03
16,50,100,3.483366e+03
