funcid,dim,milestone,error
9,50,1,5.337918e+04
9,50,2,5.213813e+04
9,50,3,4.952611e+04
9,50,5,4.727184e+04
9,50,10,4.200397e+04
9,50,20,3.710234e+04
9,50,30,3.581505e+04
9,50,40,3.452616e+04
9,50,50,3.373460e+04
9,50,60,3.303110e+04
9,50,70,3.216835e+04
9,50,80,3.073116e+04
9,50,90,2.955252e+04
9,50,100,2.844721e+04
