funcid,dim,milestone,error
14,30,1,4.177346e+06
14,30,2,3.186042e+06
14,30,3,2.946032e+06
14,30,5,1.957744e+06
14,30,10,8.165732e+05
14,30,20,2.996576e+05
14,30,30,9.347088e+04
14,30,40,8.244241e+04
14,30,50,7.775765e+04
14,30,60,6.850055e+04
14,30,70,5.869345e+04
14,30,80,9.379523e+03
14,30,90,8.665256e+03
14,30,100,8.213908e+03
