funcid,dim,milestone,error
20,10,1,5.122156e+02
20,10,2,4.957798e+02
20,10,3,3.979486e+02
20,10,5,3.935606e+02
20,10,10,3.597140e+02
20,10,20,3.558394e+02
20,10,30,3.376341e+02
20,10,40,3.376341e+02
20,10,50,3.376341e+02
20,10,60,3.376341e+02
20,10,70,3.376341e+02
20,10,80,3.376341e+02
20,10,90,3.376341e+02
20,10,100,3.376341e+02
