funcid,dim,milestone,error
5,10,1,1.086846e+02
5,10,2,1.024418e+02
5,10,3,9.456317e+01
5,10,5,8.297170e+01
5,10,10,7.952687e+01
5,10,20,7.678791e+01
5,10,30,7.594093e+01
5,10,40,7.578862e+01
5,10,50,7.573818e+01
5,10,60,7.566081e+01
5,10,70,7.564537e+01
5,10,80,7.403944e+01
5,10,90,7.386002e+01
5,10,100,7.384381e+01
