funcid,dim,milestone,error
10,30,1,6.045710e+03
10,30,2,5.217501e+03
10,30,3,4.932118e+03
10,30,5,4.825524e+03
10,30,10,4.611220e+03
10,30,20,4.517253e+03
10,30,30,4.481049e+03
10,30,40,3.218647e+03
10,30,50,3.006244e+03
10,30,60,2.973274e+03
10,30,70,2.951459e+03
10,30,80,2.942024e+03
10,30,90,2.935971e+03
10,30,100,2.933725e+03
