funcid,dim,milestone,error
6,10,1,8.395531e+01
6,10,2,7.457559e+01
6,10,3,6.107296e+01
6,10,5,5.504984e+01
6,10,10,5.017202e+01
6,10,20,4.185502e+01
6,10,30,4.059738e+01
6,10,40,4.059738e+01
6,10,50,4.059738e+01
6,10,60,4.059738e+01
6,10,70,4.008238e+01
6,10,80,3.866404e+01
6,10,90,3.840724e+01
6,10,100,3.318238e+01
