funcid,dim,milestone,error
23,10,1,5.218711e+02
23,10,2,5.164724e+02
23,10,3,5.110392e+02
23,10,5,5.104919e+02
23,10,10,5.084913e+02
23,10,20,5.071017e+02
23,10,30,5.066327e+02
23,10,40,5.064663e+02
23,10,50,4.964361e+02
23,10,60,4.703698e+02
23,10,70,4.680238e+02
23,10,80,4.646263e+02
23,10,90,4.629331e+02
23,10,100,4.629331e+02
