funcid,dim,milestone,error
15,30,1,8.790909e+05
15,30,2,3.723930e+05
15,30,3,2.072236e+05
15,30,5,9.564724e+04
15,30,10,2.296825e+04
15,30,20,1.274043e+04
15,30,30,1.274043e+04
15,30,40,1.274043e+04
15,30,50,1.261289e+04
15,30,60,6.757921e+03
15,30,70,6.343020e+03
15,30,80,6.321012e+03
15,30,90,6.321012e+03
15,30,100,6.321012e+03
