funcid,dim,milestone,error
9,10,1,4.268201e+03
9,10,2,3.344041e+03
9,10,3,2.635209e+03
9,10,5,2.206153e+03
9,10,10,1.832529e+03
9,10,20,8.821548e+02
9,10,30,8.021150e+02
9,10,40,5.995166e+02
9,10,50,5.153788e+02
9,10,60,4.493704e+02
9,10,70,4.377759e+02
9,10,80,4.135182e+02
9,10,90,4.130795e+02
9,10,100,4.112616e+02
