funcid,dim,milestone,error
2,10,1,9.662055e+11
2,10,2,1.223332e+10
2,10,3,2.070235e+08
2,10,5,1.593349e+06
2,10,10,3.607500e+04
2,10,20,2.306000e+03
2,10,30,1.200000e+03
2,10,40,3.840000e+02
2,10,50,2.040000e+02
2,10,60,1.190000e+02
2,10,70,1.140000e+02
2,10,80,1.140000e+02
2,10,90,1.120000e+02
2,10,100,1.120000e+02
