funcid,dim,milestone,error
2,50,1,6.068444e+71
2,50,2,1.962833e+63
2,50,3,1.494983e+59
2,50,5,1.239511e+52
2,50,10,5.266761e+41
2,50,20,6.235905e+30
2,50,30,5.224094e+26
2,50,40,5.337616e+23
2,50,50,3.424201e+22
2,50,60,9.938678e+20
2,50,70,2.080828e+20
2,50,80,8.607777e+19
2,50,90,6.633284e+19
2,50,100,3.217960e+19
