funcid,dim,milestone,error
14,50,1,1.457210e+08
14,50,2,6.290773e+06
14,50,3,2.647094e+06
14,50,5,1.690591e+06
14,50,10,1.357841e+06
14,50,20,9.772788e+05
14,50,30,6.921987e+05
14,50,40,5.962972e+05
14,50,50,5.057723e+05
14,50,60,4.422922e+05
14,50,70,4.185208e+05
14,50,80,3.334578e+05
14,50,90,3.150469e+05
14,50,100,2.868821e+05
