funcid,dim,milestone,error
15,10,1,7.341843e+04
15,10,2,2.985869e+04
15,10,3,2.621512e+04
15,10,5,2.518622e+04
15,10,10,2.518622e+04
15,10,20,2.343598e+04
15,10,30,1.989708e+04
15,10,40,5.336220e+03
15,10,50,1.799122e+03
15,10,60,1.799122e+03
15,10,70,1.382423e+03
15,10,80,1.348596e+03
15,10,90,1.082683e+03
15,10,100,8.832013e+02
