funcid,dim,milestone,error
27,30,1,1.163935e+03
27,30,2,7.404375e+02
27,30,3,6.108697e+02
27,30,5,5.452857e+02
27,30,10,5.154019e+02
27,30,20,5.069810e+02
27,30,30,5.059599e+02
27,30,40,5.055365e+02
27,30,50,5.052011e+02
27,30,60,5.048793e+02
27,30,70,5.045534e+02
27,30,80,5.044660e+02
27,30,90,5.044215e+02
27,30,100,5.043632e+02
