funcid,dim,milestone,error
17,50,1,4.884972e+03
17,50,2,3.525996e+03
17,50,3,3.175873e+03
17,50,5,2.986461e+03
17,50,10,2.795186e+03
17,50,20,2.567130e+03
17,50,30,2.507466e+03
17,50,40,2.484348e+03
17,50,50,2.455709e+03
17,50,60,2.453425e+03
17,50,70,2.452529e+03
17,50,80,2.450764e+03
17,50,90,2.450486e+03
17,50,100,2.450102e+03
