funcid,dim,milestone,error
10,10,1,9.154657e+02
10,10,2,9.084106e+02
10,10,3,8.932163e+02
10,10,5,8.033603e+02
10,10,10,7.872062e+02
10,10,20,7.628651e+02
10,10,30,7.617772e+02
10,10,40,7.616482e+02
10,10,50,7.615952e+02
10,10,60,7.614805e+02
10,10,70,7.613891e+02
10,10,80,7.613677e+02
10,10,90,7.613677e+02
10,10,100,7.613431e+02
